CVE ID,Description,Published Date,Last Modified Date
CVE-1999-1348,"Linuxconf on Red Hat Linux 6.0 and earlier does not properly disable PAM-based access to the shutdown command, which could allow local users to cause a denial of service.",1999-06-30T04:00:00.000,2016-10-18T02:03:19.337
CVE-1999-0688,Buffer overflows in HP Software Distributor (SD) for HPUX 10.x and 11.x.,1999-07-01T04:00:00.000,2008-09-09T12:35:13.913
CVE-1999-0690,HP CDE program includes the current directory in root's PATH variable.,1999-07-01T04:00:00.000,2008-09-09T12:35:14.057
CVE-1999-0696,Buffer overflow in CDE Calendar Manager Service Daemon (rpc.cmsd).,1999-07-01T04:00:00.000,2018-10-30T16:26:22.357
CVE-1999-0707,The default FTP configuration in HP Visualize Conference allows conference users to send a file to other participants without authorization.,1999-07-01T04:00:00.000,2008-09-09T12:35:15.210
CVE-1999-0889,Cisco 675 routers running CBOS allow remote attackers to establish telnet sessions if an exec or superuser password has not been set.,1999-07-01T04:00:00.000,2008-09-09T12:36:07.743
CVE-1999-1394,"BSD 4.4 based operating systems, when running at security level 1, allow the root user to clear the immutable and append-only flags for files by unmounting the file system and using a file system editor such as fsdb to directly modify the file through a device.",1999-07-02T04:00:00.000,2016-10-18T02:03:59.847
CVE-1999-0918,"Denial of service in various Windows systems via malformed, fragmented IGMP packets.",1999-07-03T04:00:00.000,2023-11-07T01:55:04.897
CVE-1999-0728,A Windows NT user can disable the keyboard or mouse by directly calling the IOCTLs which control them.,1999-07-06T04:00:00.000,2023-11-07T01:55:01.830
CVE-1999-0752,Denial of service in Netscape Enterprise Server via a buffer overflow in the SSL handshake.,1999-07-06T04:00:00.000,2022-08-17T08:15:15.153
CVE-1999-1478,The Sun HotSpot Performance Engine VM allows a remote attacker to cause a denial of service on any server running HotSpot via a URL that includes the [ character.,1999-07-06T04:00:00.000,2017-10-10T01:29:06.280
CVE-1999-1537,"IIS 3.x and 4.x does not distinguish between pages requiring encryption and those that do not, which allows remote attackers to cause a denial of service (resource exhaustion) via SSL requests to the HTTPS port for normally unencrypted files, which will cause IIS to perform extra work to send the files over SSL.",1999-07-07T04:00:00.000,2017-10-10T01:29:06.780
CVE-1999-0809,"Netscape Communicator 4.x with Javascript enabled does not warn a user of cookie settings, even if they have selected the option to ""Only accept cookies originating from the same server as the page being viewed"".",1999-07-09T04:00:00.000,2022-08-17T08:15:15.693
CVE-1999-1543,MacOS uses weak encryption for passwords that are stored in the Users & Groups Data File.,1999-07-10T04:00:00.000,2021-09-22T14:22:24.263
CVE-1999-1166,"Linux 2.0.37 does not properly encode the Custom segment limit, which allows local users to gain root privileges by accessing and modifying kernel memory.",1999-07-11T04:00:00.000,2008-09-05T20:18:52.680
CVE-1999-1460,BMC PATROL SNMP Agent before 3.2.07 allows local users to create arbitrary world-writeable files as root by specifying the target file as the second argument to the snmpmagt program.,1999-07-13T04:00:00.000,2016-10-18T02:04:48.463
CVE-1999-1545,"Joe's Own Editor (joe) 2.8 sets the world-readable permission on its crash-save file, DEADJOE, which could allow local users to read files that were being edited by other users.",1999-07-14T04:00:00.000,2016-10-18T02:05:50.833
CVE-1999-1086,"Novell 5 and earlier, when running over IPX with a packet signature level less than 3, allows remote attackers to gain administrator privileges by spoofing the MAC address in IPC fragmented packets that make NetWare Core Protocol (NCP) calls.",1999-07-15T04:00:00.000,2016-10-18T02:01:12.287
CVE-1999-1518,"Operating systems with shared memory implementations based on BSD 4.4 code allow a user to conduct a denial of service and bypass memory limits (e.g., as specified with rlimits) using mmap or shmget to allocate memory and cause page faults.",1999-07-15T04:00:00.000,2017-12-19T02:29:09.440
CVE-1999-0692,"The default configuration of the Array Services daemon (arrayd) disables authentication, allowing remote users to gain root privileges.",1999-07-19T04:00:00.000,2008-09-09T12:35:14.180
CVE-1999-1011,"The Remote Data Service (RDS) DataFactory component of Microsoft Data Access Components (MDAC) in IIS 3.x and 4.x exposes unsafe methods, which allows remote attackers to execute arbitrary commands.",1999-07-19T04:00:00.000,2018-10-15T18:29:01.137
CVE-1999-1378,"dbmlparser.exe CGI guestbook program does not perform a chroot operation properly, which allows remote attackers to read arbitrary files.",1999-07-19T04:00:00.000,2016-10-18T02:03:47.140
CVE-1999-0721,Denial of service in Windows NT Local Security Authority (LSA) through a malformed LSA request.,1999-07-20T04:00:00.000,2023-11-07T01:55:01.540
CVE-1999-1535,"Buffer overflow in AspUpload.dll in Persits Software AspUpload before 1.4.0.2 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long argument in the HTTP request.",1999-07-20T04:00:00.000,2017-10-10T01:29:06.717
CVE-1999-1560,"Vulnerability in a script in Texas A&M University (TAMU) Tiger allows local users to execute arbitrary commands as the Tiger user, usually root.",1999-07-20T04:00:00.000,2017-12-19T02:29:10.643
CVE-1999-0810,Denial of service in Samba NETBIOS name service daemon (nmbd).,1999-07-21T04:00:00.000,2022-08-17T08:15:15.740
CVE-1999-0811,Buffer overflow in Samba smbd program via a malformed message command.,1999-07-21T04:00:00.000,2008-09-09T12:35:40.913
CVE-1999-1165,"GNU fingerd 1.37 does not properly drop privileges before accessing user information, which could allow local users to (1) gain root privileges via a malicious program in the .fingerrc file, or (2) read arbitrary files via symbolic links from .plan, .forward, or .project files.",1999-07-21T04:00:00.000,2016-10-18T02:01:53.120
CVE-1999-1338,Delegate proxy 5.9.3 and earlier creates files and directories in the DGROOT with world-writable permissions.,1999-07-21T04:00:00.000,2016-10-18T02:03:06.557
CVE-1999-0224,Denial of service in Windows NT messenger service through a long username.,1999-07-23T04:00:00.000,2022-08-17T10:15:12.033
CVE-1999-0710,"The Squid package in Red Hat Linux 5.2 and 6.0, and other distributions, installs cachemgr.cgi in a public web directory, which allows remote attackers to use it as an intermediary to connect to other systems.",1999-07-25T04:00:00.000,2018-05-03T01:29:03.490
CVE-1999-1018,"IPChains in Linux kernels 2.2.10 and earlier does not reassemble IP fragments before checking the header information, which allows a remote attacker to bypass the filtering rules using several fragments with 0 offsets.",1999-07-27T04:00:00.000,2016-10-18T02:00:16.213
CVE-1999-1017,"Seattle Labs Emurl 2.0, and possibly earlier versions, stores e-mail attachments in a specific directory with scripting enabled, which allows a malicious ASP file attachment to execute when the recipient opens the message.",1999-07-28T04:00:00.000,2016-10-18T02:00:15.137
CVE-2000-0323,"The Microsoft Jet database engine allows an attacker to modify text files via a database query, aka the ""Text I-ISAM"" vulnerability.",1999-07-28T04:00:00.000,2023-11-07T01:55:16.750
CVE-1999-0700,"Buffer overflow in Microsoft Phone Dialer (dialer.exe), via a malformed dialer entry in the dialer.ini file.",1999-07-29T04:00:00.000,2023-11-07T01:55:00.997
CVE-1999-0770,"Firewall-1 sets a long timeout for connections that begin with ACK or other packets except SYN, allowing an attacker to conduct a denial of service via a large number of connection attempts to unresponsive systems.",1999-07-29T04:00:00.000,2008-09-09T12:35:21.680
CVE-1999-1078,"WS_FTP Pro 6.0 uses weak encryption for passwords in its initialization files, which allows remote attackers to easily decrypt the passwords and gain privileges.",1999-07-29T04:00:00.000,2008-09-05T20:18:40.227
CVE-1999-0683,Denial of service in Gauntlet Firewall via a malformed ICMP packet.,1999-07-30T04:00:00.000,2008-09-09T12:35:13.570
CVE-1999-1130,"Default configuration of the search engine in Netscape Enterprise Server 3.5.1, and possibly other versions, allows remote attackers to read the source of JHTML files by specifying a search command using the HTML-tocrec-demo1.pat pattern file.",1999-07-30T04:00:00.000,2016-10-18T02:01:33.460
CVE-1999-1227,Ethereal allows local users to overwrite arbitrary files via a symlink attack on the packet capture file.,1999-07-30T04:00:00.000,2024-02-14T01:17:43.863
CVE-1999-1536,".sbstart startup script in AcuShop Salesbuilder is world writable, which allows local users to gain privileges by appending commands to the file.",1999-07-30T04:00:00.000,2016-10-18T02:05:39.190
CVE-1999-0672,Buffer overflow in Fujitsu Chocoa IRC client via IRC channel topics.,1999-08-01T04:00:00.000,2008-09-09T12:35:12.680
CVE-1999-1337,"FTP client in Midnight Commander (mc) before 4.5.11 stores usernames and passwords for visited sites in plaintext in the world-readable history file, which allows other local users to gain privileges.",1999-08-01T04:00:00.000,2016-10-18T02:03:05.367
CVE-1999-0671,Buffer overflow in ToxSoft NextFTP client through CWD command.,1999-08-03T04:00:00.000,2008-09-09T12:35:12.617
CVE-1999-0677,The WebRamp web administration utility has a default password.,1999-08-03T04:00:00.000,2008-09-09T12:35:13.023
CVE-1999-0703,"OpenBSD, BSDI, and other Unix operating systems allow users to set chflags and fchflags on character and block devices.",1999-08-03T04:00:00.000,2008-09-09T12:35:14.947
CVE-1999-0719,The Guile plugin for the Gnumeric spreadsheet package allows attackers to execute arbitrary code.,1999-08-05T04:00:00.000,2008-09-09T12:35:16.007
CVE-1999-0913,dfire.cgi script in Dragon-Fire IDS allows remote users to execute commands via shell metacharacters.,1999-08-05T04:00:00.000,2016-10-18T01:59:53.037
CVE-1999-0682,"Microsoft Exchange 5.5 allows a remote attacker to relay email (i.e. spam) using encapsulated SMTP addresses, even if the anti-relaying features are enabled.",1999-08-06T04:00:00.000,2023-11-07T01:55:00.800
CVE-1999-0727,A kernel leak in the OpenBSD kernel allows IPsec packets to be sent unencrypted.,1999-08-06T04:00:00.000,2008-09-09T12:35:18.337
CVE-1999-1524,"FlowPoint DSL router firmware versions prior to 3.0.8 allows a remote attacker to exploit a password recovery feature from the network and conduct brute force password guessing, instead of limiting the feature to the serial console port.",1999-08-07T04:00:00.000,2016-10-18T02:05:25.297
CVE-1999-0673,Buffer overflow in ALMail32 POP3 client via From: or To: headers.,1999-08-08T04:00:00.000,2008-09-09T12:35:12.757
CVE-1999-0722,The default configuration of Cobalt RaQ2 servers allows remote users to install arbitrary software packages.,1999-08-08T04:00:00.000,2008-09-09T12:35:17.993
CVE-1999-0674,The BSD profil system call allows a local user to modify the internal data space of a program via profiling and execve.,1999-08-09T04:00:00.000,2018-10-30T16:26:22.763
CVE-1999-0675,Check Point FireWall-1 can be subjected to a denial of service via UDP packets that are sent through VPN-1 to port 0 of a host.,1999-08-09T04:00:00.000,2008-09-09T12:35:12.883
CVE-1999-0676,sdtcm_convert in Solaris 2.6 allows a local user to overwrite sensitive files via a symlink attack.,1999-08-09T04:00:00.000,2023-11-07T01:55:00.643
CVE-1999-0680,"Windows NT Terminal Server performs extra work when a client opens a new connection but before it is authenticated, allowing for a denial of service.",1999-08-09T04:00:00.000,2023-11-07T01:55:00.730
CVE-1999-0813,"Cfingerd with ALLOW_EXECUTION enabled does not properly drop privileges when it executes a program on behalf of the user, allowing local users to gain root privileges.",1999-08-10T04:00:00.000,2022-08-17T08:15:15.900
CVE-1999-0694,Denial of service in AIX ptrace system call allows local users to crash the system.,1999-08-11T04:00:00.000,2008-09-09T12:35:14.320
CVE-1999-0814,Red Hat pump DHCP client allows remote attackers to gain root access in some configurations.,1999-08-11T04:00:00.000,2008-09-09T12:35:41.133
CVE-1999-0861,Race condition in the SSL ISAPI filter in IIS and other servers may leak information in plaintext.,1999-08-11T04:00:00.000,2023-11-07T01:55:03.570
CVE-1999-0867,Denial of service in IIS 4.0 via a flood of HTTP requests with malformed headers.,1999-08-11T04:00:00.000,2023-11-07T01:55:03.710
CVE-1999-0875,DHCP clients with ICMP Router Discovery Protocol (IRDP) enabled allow remote attackers to modify their default routes.,1999-08-11T04:00:00.000,2023-11-07T01:55:04.027
CVE-1999-0724,Buffer overflow in OpenBSD procfs and fdescfs file systems via uio_offset in the readdir() function.,1999-08-12T04:00:00.000,2008-09-09T12:35:18.133
CVE-1999-1336,3Com HiPer Access Router Card (HiperARC) 4.0 through 4.2.29 allows remote attackers to cause a denial of service (reboot) via a flood of IAC packets to the telnet port.,1999-08-12T04:00:00.000,2016-10-18T02:03:04.180
CVE-1999-0679,Buffer overflow in hybrid-6 IRC server commonly used on EFnet allows remote attackers to execute commands via m_invite invite option.,1999-08-13T04:00:00.000,2008-09-09T12:35:13.290
CVE-1999-0746,"A default configuration of in.identd in SuSE Linux waits 120 seconds between requests, allowing a remote attacker to conduct a denial of service.",1999-08-16T04:00:00.000,2008-09-09T12:35:19.633
CVE-1999-0749,Buffer overflow in Microsoft Telnet client in Windows 95 and Windows 98 via a malformed Telnet argument.,1999-08-16T04:00:00.000,2018-10-12T21:29:11.700
CVE-1999-0888,"dbsnmp in Oracle Intelligent Agent allows local users to gain privileges by setting the ORACLE_HOME environmental variable, which dbsnmp uses to find the nmiconf.tcl script.",1999-08-16T04:00:00.000,2008-09-09T12:36:07.680
CVE-1999-0753,The w3-msql CGI script provided with Mini SQL allows remote attackers to view restricted directories.,1999-08-17T04:00:00.000,2008-09-09T12:35:20.147
CVE-1999-0745,Buffer overflow in Source Code Browser Program Database Name Server Daemon (pdnsd) for the IBM AIX C Set ++ compiler.,1999-08-18T04:00:00.000,2008-09-09T12:35:19.557
CVE-1999-0747,Denial of service in BSDi Symmetric Multiprocessing (SMP) when an fstat call is made when the system has a high CPU load.,1999-08-18T04:00:00.000,2023-11-07T01:55:02.033
CVE-1999-0725,"When IIS is run with a default language of Chinese, Korean, or Japanese, it allows a remote attacker to view the source code of certain files, a.k.a. ""Double Byte Code Page"".",1999-08-19T04:00:00.000,2023-11-07T01:55:01.693
CVE-1999-0732,The logging facility of the Debian smtp-refuser package allows local users to delete arbitrary files using symbolic links.,1999-08-19T04:00:00.000,2022-08-17T08:15:15.103
CVE-1999-0734,A default configuration of CiscoSecure Access Control Server (ACS) allows remote users to modify the server database without authentication.,1999-08-19T04:00:00.000,2019-10-09T22:43:07.980
CVE-1999-0740,Remote attackers can cause a denial of service on Linux in.telnetd telnet daemon through a malformed TERM environmental variable.,1999-08-19T04:00:00.000,2008-09-09T12:35:19.210
CVE-1999-0741,QMS CrownNet Unix Utilities for 2060 allows root to log on without a password.,1999-08-19T04:00:00.000,2008-09-09T12:35:19.290
CVE-1999-0743,Trn allows local users to overwrite other users' files via symlinks.,1999-08-20T04:00:00.000,2018-05-03T01:29:03.660
CVE-1999-1561,"Nullsoft SHOUTcast server stores the administrative password in plaintext in a configuration file (sc_serv.conf), which could allow a local user to gain administrative privileges on the server.",1999-08-20T04:00:00.000,2008-09-05T20:19:49.163
CVE-1999-1565,Man2html 2.1 and earlier allows local users to overwrite arbitrary files via a symlink attack on a temporary file.,1999-08-20T04:00:00.000,2008-09-05T20:19:49.723
CVE-2000-0325,"The Microsoft Jet database engine allows an attacker to execute commands via a database query, aka the ""VBA Shell"" vulnerability.",1999-08-20T04:00:00.000,2018-10-12T21:29:33.137
CVE-2000-1206,"Vulnerability in Apache httpd before 1.3.11, when configured for mass virtual hosting using mod_rewrite, or mod_vhost_alias in Apache 1.3.9, allows remote attackers to retrieve arbitrary files.",1999-08-20T04:00:00.000,2023-11-07T01:55:28.557
CVE-1999-0668,"The scriptlet.typelib ActiveX control is marked as ""safe for scripting"" for Internet Explorer, which allows a remote attacker to execute arbitrary commands as demonstrated by Bubbleboy.",1999-08-21T04:00:00.000,2023-11-07T01:55:00.523
CVE-2000-0355,pg and pb in SuSE pbpg 1.x package allows an attacker to read arbitrary files.,1999-08-21T04:00:00.000,2008-09-10T19:04:12.960
CVE-1999-0878,Buffer overflow in WU-FTPD and related FTP servers allows remote attackers to gain root privileges via MAPPING_CHDIR.,1999-08-22T04:00:00.000,2008-09-09T12:36:06.993
CVE-1999-1064,Multiple buffer overflows in WindowMaker 0.52 through 0.60.0 allow attackers to cause a denial of service and possibly execute arbitrary commands by executing WindowMaker with a long program name (argv[0]).,1999-08-22T04:00:00.000,2016-10-18T02:00:50.297
CVE-2000-0374,"The default configuration of kdm in Caldera and Mandrake Linux, and possibly other distributions, allows XDMCP connections from any host, which allows remote attackers to obtain sensitive information or bypass additional access restrictions.",1999-08-22T04:00:00.000,2017-10-10T01:29:07.700
CVE-1999-0720,The pt_chown command in Linux allows local users to modify TTY terminal devices that belong to other users.,1999-08-23T04:00:00.000,2023-11-07T01:55:01.480
CVE-1999-1052,"Microsoft FrontPage stores form results in a default location in /_private/form_results.txt, which is world-readable and accessible in the document root, which allows remote attackers to read possibly sensitive information submitted by other users.",1999-08-24T04:00:00.000,2016-10-18T02:00:43.000
CVE-2000-0328,"Windows NT 4.0 generates predictable random TCP initial sequence numbers (ISN), which allows remote attackers to perform spoofing and session hijacking.",1999-08-24T04:00:00.000,2023-11-07T01:55:16.907
CVE-1999-0768,Buffer overflow in Vixie Cron on Red Hat systems via the MAILTO environmental variable.,1999-08-25T04:00:00.000,2008-09-09T12:35:21.557
CVE-1999-0769,Vixie Cron on Linux systems allows local users to set parameters of sendmail commands via the MAILTO environmental variable.,1999-08-25T04:00:00.000,2008-09-09T12:35:21.617
CVE-1999-0872,Buffer overflow in Vixie cron allows local users to gain root access via a long MAILTO environment variable in a crontab file.,1999-08-25T04:00:00.000,2008-09-09T12:36:06.587
CVE-1999-1235,"Internet Explorer 5.0 records the username and password for FTP servers in the URL history, which could allow (1) local users to read the information from another user's index.dat, or (2) people who are physically observing (""shoulder surfing"") another user to read the information from the status bar when the user moves the mouse over a link.",1999-08-25T04:00:00.000,2021-07-22T14:02:03.270
CVE-1999-0939,Denial of service in Debian IRC Epic/epic4 client via a long string.,1999-08-26T04:00:00.000,2008-09-09T12:36:13.617
CVE-1999-0911,"Buffer overflow in ProFTPD, wu-ftpd, and beroftpd allows remote attackers to gain root access via a series of MKD and CWD commands that create nested directories.",1999-08-27T04:00:00.000,2008-09-09T12:36:09.587
CVE-1999-1016,"Microsoft HTML control as used in (1) Internet Explorer 5.0, (2) FrontPage Express, (3) Outlook Express 5, and (4) Eudora, and possibly others, allows remote malicious web site or HTML emails to cause a denial of service (100% CPU consumption) via large HTML form fields such as text inputs in a table cell.",1999-08-27T04:00:00.000,2021-07-22T14:02:03.270
CVE-1999-1354,"E-mail client in Softarc FirstClass Internet Server 5.506 and earlier stores usernames and passwords in cleartext in the files (1) home.fc for version 5.506, (2) network.fc for version 3.5, or (3) FCCLIENT.LOG when logging is enabled.",1999-08-30T04:00:00.000,2016-10-18T02:03:26.590
CVE-1999-1513,"Management information base (MIB) for a 3Com SuperStack II hub running software version 2.10 contains an object identifier (.1.3.6.1.4.1.43.10.4.2) that is accessible by a read-only community string, but lists the entire table of community strings, which could allow attackers to conduct unauthorized activities.",1999-08-30T04:00:00.000,2016-10-18T02:05:12.593
CVE-1999-0774,"Buffer overflows in Mars NetWare Emulation (NWE, mars_nwe) package via long directory names.",1999-08-31T04:00:00.000,2008-09-09T12:35:37.883
CVE-1999-1515,"A non-default configuration in TenFour TFS Gateway 4.0 allows an attacker to cause a denial of service via messages with incorrect sender and recipient addresses, which causes the gateway to continuously try to return the message every 10 seconds.",1999-08-31T04:00:00.000,2017-12-19T02:29:09.377
CVE-1999-0669,"The Eyedog ActiveX control is marked as ""safe for scripting"" for Internet Explorer, which allows a remote attacker to execute arbitrary commands as demonstrated by Bubbleboy.",1999-09-01T04:00:00.000,2021-07-22T14:02:03.270
CVE-1999-0670,Buffer overflow in the Eyedog ActiveX control allows a remote attacker to execute arbitrary commands.,1999-09-01T04:00:00.000,2021-07-22T14:02:03.270
CVE-1999-0705,Buffer overflow in INN inews program.,1999-09-01T04:00:00.000,2008-09-09T12:35:15.070
CVE-1999-0891,"The ""download behavior"" in Internet Explorer 5 allows remote attackers to read arbitrary files via a server-side redirect.",1999-09-01T04:00:00.000,2023-11-07T01:55:04.400
CVE-1999-1129,Cisco Catalyst 2900 Virtual LAN (VLAN) switches allow remote attackers to inject 802.1q frames into another VLAN by forging the VLAN identifier in the trunking tag.,1999-09-01T04:00:00.000,2017-12-19T02:29:02.470
CVE-1999-0685,Buffer overflow in Netscape Communicator via EMBED tags in the pluginspage option.,1999-09-02T04:00:00.000,2008-09-09T12:35:13.710
CVE-1999-1356,"Compaq Integration Maintenance Utility as used in Compaq Insight Manager agent before SmartStart 4.50 modifies the legal notice caption (LegalNoticeCaption) and text (LegalNoticeText) in Windows NT, which could produce a legal notice that is in violation of the security policy.",1999-09-02T04:00:00.000,2016-10-18T02:03:29.323
CVE-1999-1516,A buffer overflow in TenFour TFS Gateway SMTP mail server 3.2 allows an attacker to crash the mail server and possibly execute arbitrary code by offering more than 128 bytes in a MAIL FROM string.,1999-09-02T04:00:00.000,2016-10-18T02:05:15.187
CVE-1999-1564,FreeBSD 3.2 and possibly other versions allows a local user to cause a denial of service (panic) with a large number accesses of an NFS v3 mounted directory from a large number of processes.,1999-09-02T04:00:00.000,2008-09-05T20:19:49.583
CVE-1999-0925,UnityMail allows remote attackers to conduct a denial of service via a large number of MIME headers.,1999-09-03T04:00:00.000,2016-10-18T01:59:54.447
CVE-1999-0926,Apache allows remote attackers to conduct a denial of service via a large number of MIME headers.,1999-09-03T04:00:00.000,2008-09-05T20:18:18.793
CVE-1999-1562,"gFTP FTP client 1.13, and other versions before 2.0.0, records a password in plaintext in (1) the log window, or (2) in a log file.",1999-09-05T04:00:00.000,2008-09-05T20:19:49.303
CVE-2000-0489,"FreeBSD, NetBSD, and OpenBSD allow an attacker to cause a denial of service by creating a large number of socket pairs using the socketpair function, setting a large buffer size via setsockopt, then writing large buffers.",1999-09-05T04:00:00.000,2023-11-07T01:55:19.320
CVE-1999-1353,"Nosque MsgCore 2.14 stores passwords in cleartext: (1) the administrator password in the AdmPasswd registry key, and (2) user passwords in the Userbase.dbf data file, which could allow local users to gain privileges.",1999-09-07T04:00:00.000,2017-04-29T01:59:00.193
CVE-1999-0767,"Buffer overflow in Solaris libc, ufsrestore, and rcp via LC_MESSAGES environmental variable.",1999-09-08T04:00:00.000,2022-08-17T06:15:21.413
CVE-1999-0697,SCO Doctor allows local users to gain root privileges through a Tools option.,1999-09-09T04:00:00.000,2008-09-09T12:35:14.523
CVE-1999-1377,Matt Wright's download.cgi 1.0 allows remote attackers to read arbitrary files via a .. (dot dot) in the f parameter.,1999-09-09T04:00:00.000,2008-09-05T20:19:22.617
CVE-1999-0702,"Internet Explorer 5.0 and 5.01 allows remote attackers to modify or execute files via the Import/Export Favorites feature, aka the ""ImportExportFavorites"" vulnerability.",1999-09-10T04:00:00.000,2023-11-07T01:55:01.130
CVE-1999-0910,"Microsoft Site Server and Commercial Internet System (MCIS) do not set an expiration for a cookie, which could then be cached by a proxy and inadvertently used by a different user.",1999-09-10T04:00:00.000,2018-10-12T21:29:18.153
CVE-1999-1575,"The Kodak/Wang (1) Image Edit (imgedit.ocx), (2) Image Annotation (imgedit.ocx), (3) Image Scan (imgscan.ocx), (4) Thumbnail Image (imgthumb.ocx), (5) Image Admin (imgadmin.ocx), (6) HHOpen (hhopen.ocx), (7) Registration Wizard (regwizc.dll), and (8) IE Active Setup (setupctl.dll) ActiveX controls for Internet Explorer (IE) 4.01 and 5.0 are marked as ""Safe for Scripting,"" which allows remote attackers to create and modify files and execute arbitrary commands.",1999-09-10T04:00:00.000,2021-07-22T14:02:03.270
CVE-1999-1521,Computalynx CMail 2.4 and CMail 2.3 SP2 SMTP servers are vulnerable to a buffer overflow attack in the MAIL FROM command that may allow a remote attacker to execute arbitrary code on the server.,1999-09-12T04:00:00.000,2017-12-19T02:29:09.580
CVE-1999-0687,"The ToolTalk ttsession daemon uses weak RPC authentication, which allows a remote attacker to execute commands.",1999-09-13T04:00:00.000,2018-10-30T16:26:22.763
CVE-1999-0689,The CDE dtspcd daemon allows local users to execute arbitrary commands via a symlink attack.,1999-09-13T04:00:00.000,2018-10-30T16:26:22.763
CVE-1999-0691,Buffer overflow in the AddSuLog function of the CDE dtaction utility allows local users to gain root privileges via a long user name.,1999-09-13T04:00:00.000,2018-10-30T16:26:22.763
CVE-1999-0750,"Hotmail allows Javascript to be executed via the HTML STYLE tag, allowing remote attackers to execute commands on the user's Hotmail account.",1999-09-13T04:00:00.000,2008-09-09T12:35:19.913
CVE-1999-0751,Buffer overflow in Accept command in Netscape Enterprise Server 3.6 with the SSL Handshake Patch.,1999-09-13T04:00:00.000,2018-05-03T01:29:03.757
CVE-1999-0759,Buffer overflow in FuseMAIL POP service via long USER and PASS commands.,1999-09-13T04:00:00.000,2008-09-09T12:35:20.913
CVE-1999-1014,Buffer overflow in mail command in Solaris 2.7 and 2.7 allows local users to gain privileges via a long -m argument.,1999-09-13T04:00:00.000,2018-10-30T16:26:22.763
CVE-1999-1053,"guestbook.pl cleanses user-inserted SSI commands by removing text between ""<!--"" and ""-->"" separators, which allows remote attackers to execute arbitrary commands when guestbook.pl is run on Apache 1.3.9 and possibly other versions, since Apache allows other closing sequences besides ""-->"".",1999-09-13T04:00:00.000,2008-09-05T20:18:36.713
CVE-1999-0817,"Lynx WWW client allows a remote attacker to specify command-line parameters which Lynx uses when calling external programs to handle certain protocols, e.g. telnet.",1999-09-15T04:00:00.000,2022-08-17T08:15:15.950
CVE-1999-0704,Buffer overflow in Berkeley automounter daemon (amd) logging facility provided in the Linux am-utils package and others.,1999-09-16T04:00:00.000,2008-09-09T12:35:15.007
CVE-1999-0890,iHTML Merchant allows remote attackers to obtain sensitive information or execute commands via a code parsing error.,1999-09-16T04:00:00.000,2008-09-09T12:36:07.977
CVE-1999-0907,sccw allows local users to read arbitrary files.,1999-09-16T04:00:00.000,2022-08-17T10:15:15.317
CVE-1999-0953,WWWBoard stores encrypted passwords in a password file that is under the web root and thus accessible by remote attackers.,1999-09-16T04:00:00.000,2022-08-17T10:15:15.817
CVE-1999-0954,WWWBoard has a default username and default password.,1999-09-16T04:00:00.000,2008-09-09T12:36:14.633
CVE-1999-0787,The SSH authentication agent follows symlinks via a UNIX domain socket.,1999-09-17T04:00:00.000,2016-10-18T01:59:40.537
CVE-1999-0886,The security descriptor for RASMAN allows users to point to an alternate location via the Windows NT Service Control Manager.,1999-09-17T04:00:00.000,2023-11-07T01:55:04.323
CVE-1999-0909,"Multihomed Windows systems allow a remote attacker to bypass IP source routing restrictions via a malformed packet with IP options, aka the ""Spoofed Route Pointer"" vulnerability.",1999-09-20T04:00:00.000,2023-11-07T01:55:04.747
CVE-1999-0708,Buffer overflow in cfingerd allows local users to gain root privileges via a long GECOS field.,1999-09-21T04:00:00.000,2008-09-09T12:35:15.273
CVE-1999-0786,The dynamic linker in Solaris allows a local user to create arbitrary files via the LD_PROFILE environmental variable and a symlink attack.,1999-09-22T04:00:00.000,2018-10-30T16:26:22.357
CVE-1999-0912,FreeBSD VFS cache (vfs_cache) allows local users to cause a denial of service by opening a large number of files.,1999-09-22T04:00:00.000,2008-09-09T12:36:09.647
CVE-1999-0777,"IIS FTP servers may allow a remote attacker to read or delete files on the server, even if they have ""No Access"" permissions.",1999-09-23T04:00:00.000,2023-11-07T01:55:02.397
CVE-1999-0906,Buffer overflow in sccw allows local users to gain root access via the HOME environmental variable.,1999-09-23T04:00:00.000,2008-09-09T12:36:09.243
CVE-1999-0908,Denial of service in Solaris TCP streams driver via a malicious connection that causes the server to panic as a result of recursive calls to mutex_enter.,1999-09-23T04:00:00.000,2018-10-30T16:26:22.763
CVE-1999-1013,named-xfer in AIX 4.1.5 and 4.2.1 allows members of the system group to overwrite system files to gain root access via the -f parameter and a malformed zone file.,1999-09-23T04:00:00.000,2016-10-18T02:00:10.730
CVE-1999-1477,Buffer overflow in GNOME libraries 1.0.8 allows local user to gain root access via a long --espeaker argument in programs such as nethack.,1999-09-23T04:00:00.000,2017-12-19T02:29:08.597
CVE-1999-1534,Buffer overflow in (1) nlservd and (2) rnavc in Knox Software Arkeia backup product allows local users to obtain root access via a long HOME environmental variable.,1999-09-23T04:00:00.000,2016-10-18T02:05:36.627
CVE-1999-1351,"Directory traversal vulnerability in KVIrc IRC client 0.9.0 with the ""Listen to !nick <soundname> requests"" option enabled allows remote attackers to read arbitrary files via a .. (dot dot) in a DCC GET request.",1999-09-24T04:00:00.000,2016-10-18T02:03:22.980
